-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,283,284,283,284,-1,-1,-1,-1,-1,-1,-1,-1
-1,154,-1,-1,-1,-1,-1,-1,154,-1,-1,-1,-1,280,281,-1,-1,-1,315,316,379,380,-1,-1,-1,-1,-1,-1,-1,-1
-1,182,407,375,376,344,345,440,182,-1,-1,-1,-1,312,313,280,281,150,-1,-1,411,412,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,146,147,-1,312,313,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,286,-1,286,381,-1,221,-1,-1,-1,-1,152,152,280,281,-1,-1,-1,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,286,413,-1,-1,255,-1,280,281,-1,-1,312,313,-1,-1,-1,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,286,335,336,286,-1,-1,-1,-1,312,313,-1,-1,0,1,1,2,-1,-1,-1,-1,-1,-1,-1,254,255,-1,-1,-1
-1,-1,-1,367,368,286,255,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,18,-1,-1,-1,-1,-1,379,379,380,-1,-1,-1,-1
-1,-1,254,255,318,222,223,-1,-1,280,281,-1,-1,-1,152,-1,-1,152,-1,381,381,-1,-1,411,411,116,-1,-1,-1,-1
-1,-1,-1,-1,-1,382,383,280,281,312,313,-1,-1,-1,-1,-1,-1,-1,-1,413,379,380,-1,-1,379,-1,379,-1,-1,-1
-1,-1,-1,-1,335,336,415,312,313,280,281,-1,-1,-1,150,-1,-1,150,-1,-1,411,412,-1,-1,411,-1,411,-1,-1,-1
-1,-1,-1,-1,367,368,-1,312,313,312,313,-1,-1,-1,-1,-1,-1,184,184,-1,-1,-1,-1,285,-1,116,-1,116,-1,-1
-1,-1,-1,-1,381,-1,-1,-1,-1,223,-1,-1,-1,-1,214,-1,-1,214,-1,-1,-1,-1,381,317,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,152,152,152,-1,351,-1,-1,-1,-1,-1,444,445,446,-1,-1,-1,-1,-1,413,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,152,-1,-1,-1,-1,-1,-1,280,281,-1,476,477,478,-1,-1,-1,-1,-1,-1,-1,-1,116,-1,116,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,280,281,312,313,-1,150,-1,-1,150,-1,-1,-1,-1,285,285,283,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,375,312,313,-1,-1,-1,-1,-1,-1,-1,-1,285,-1,-1,317,283,284,-1,-1,-1,-1,-1
-1,-1,-1,150,-1,-1,-1,-1,407,-1,-1,-1,-1,-1,20,-1,-1,20,-1,283,284,-1,413,315,316,5,283,5,-1,-1
-1,-1,-1,-1,-1,220,152,-1,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,315,316,-1,-1,-1,-1,13,315,13,-1,-1
-1,-1,-1,-1,220,251,252,252,-1,-1,248,249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,442,443,-1,252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248,249,283,284,-1,-1,283,284,379,380,-1,-1
-1,-1,-1,-1,282,-1,252,-1,-1,-1,-1,-1,-1,-1,248,249,-1,-1,-1,-1,315,316,-1,-1,315,316,411,412,-1,-1
-1,-1,-1,-1,314,-1,-1,316,316,-1,-1,-1,-1,248,249,-1,-1,-1,248,249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,283,284,-1,316,-1,-1,-1,316,284,-1,-1,376,377,-1,248,249,-1,-1,-1,-1,-1,-1,-1,-1,283,284,-1,-1,-1
-1,315,316,-1,-1,379,380,-1,316,-1,-1,-1,408,409,-1,-1,-1,248,249,-1,-1,-1,-1,-1,-1,315,316,-1,-1,-1
-1,-1,-1,-1,-1,411,412,315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,283,284,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,248,249,316,284,-1,-1,-1,-1,439,440,439,440,-1,-1,-1,-1,315,316,283,284,283,284,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,471,472,471,472,-1,-1,-1,-1,-1,-1,315,316,315,316,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,443,-1,-1,-1,-1,439,440,439,440,-1,-1,-1,379,380,-1,379,380,379,380,-1,-1,-1
-1,248,249,-1,-1,248,249,-1,-1,-1,-1,-1,-1,471,472,471,472,-1,-1,-1,411,412,-1,411,412,411,412,-1,-1,-1
-1,-1,248,249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
