253,253,253,253,253,253,253,253,253,253,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,439,440,439,440,439,440,247,247,247,247,439,440,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
253,253,253,253,253,253,253,253,253,253,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,471,472,471,472,471,472,247,247,247,247,471,472,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
253,253,253,253,253,253,253,253,253,253,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,439,440,247,247,247,247,247,247,247,247,439,440,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
253,253,253,253,253,253,253,253,253,253,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,471,472,247,247,247,247,247,247,247,247,471,472,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
253,253,253,253,253,253,253,253,253,253,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
253,253,253,253,253,253,253,253,253,253,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
253,253,253,253,253,253,253,253,253,253,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,253,253,247,253,253,253,253,253,247,247,343,343,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,250,250,250,250,250,250,247,250,250,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,253,253,247,253,253,253,253,253,247,247,247,343,343,247,343,343,343,343,247,247,247,247,247,247,247,247,247,247,247,247,250,250,250,250,250,250,247,250,250,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,343,343,343,343,343,343,343,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,343,343,343,343,343,343,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,343,343,343,343,343,343,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,439,343,343,343,343,343,343,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,439,439,343,343,343,343,343,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,439,439,439,343,343,343,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,439,439,439,439,343,343,343,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,439,439,439,439,439,343,343,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,439,439,439,439,439,247,343,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,439,439,439,439,439,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,439,439,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,442,442,443,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,442,443,443,442,442,442,443,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,442,443,443,475,474,474,474,475,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,442,443,475,474,474,475,443,443,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,250,250,250,250,250,250,247,247,247,247,247,247,247,247,247,442,443,474,474,475,443,475,475,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,343,343,250,250,250,250,250,250,250,250,250,247,247,247,247,247,247,442,442,443,475,475,443,474,475,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,343,343,250,250,250,250,250,250,250,250,250,250,247,247,247,247,247,474,442,443,474,475,475,474,475,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,343,343,343,250,250,250,250,250,250,250,250,250,250,247,247,247,247,247,442,443,443,474,474,474,474,475,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,343,343,343,343,250,250,250,250,250,250,250,250,250,250,247,247,247,247,247,442,443,475,475,475,475,475,475,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,343,343,343,343,343,250,250,250,250,250,250,250,250,250,250,247,247,247,247,247,474,475,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,343,343,343,343,343,250,250,250,250,250,250,250,250,250,250,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
